Source_Dataset,Original_Degree,Original_CGPA,ML_Degree_Code,ML_Spec_Code,ML_CGPA_Norm,ML_YoG,ML_Cert_Count
Academic Performance (V2),CHE,3.43,2,0,0.69,2010,0
Academic Performance (V2),CHE,1.95,2,0,0.39,2014,0
Academic Performance (V2),CHE,3.87,2,0,0.77,2010,0
Academic Performance (V2),CHE,2.83,2,0,0.57,2010,0
Academic Performance (V2),CHE,3.18,2,0,0.64,2010,0
Academic Performance (V2),CHE,4.29,2,0,0.86,2010,0
Academic Performance (V2),CHE,4.05,2,0,0.81,2010,0
Academic Performance (V2),CHE,4.56,2,0,0.91,2010,0
Academic Performance (V2),CHE,2.04,2,0,0.41,2012,0
Academic Performance (V2),CHE,2.75,2,0,0.55,2010,0
Academic Performance (V2),CHE,3.80,2,0,0.76,2010,0
Academic Performance (V2),CHE,4.67,2,0,0.93,2010,0
Academic Performance (V2),CHE,4.42,2,0,0.88,2010,0
Academic Performance (V2),CHE,3.90,2,0,0.78,2010,0
Academic Performance (V2),CHE,3.81,2,0,0.76,2010,0
Academic Performance (V2),CHE,3.81,2,0,0.76,2010,0
Academic Performance (V2),CHE,3.52,2,0,0.7,2010,0
Academic Performance (V2),CHE,2.95,2,0,0.59,2010,0
Academic Performance (V2),CHE,2.66,2,0,0.53,2011,0
Academic Performance (V2),CHE,3.81,2,0,0.76,2011,0
Academic Performance (V2),CHE,4.22,2,0,0.84,2011,0
Academic Performance (V2),CHE,4.41,2,0,0.88,2011,0
Academic Performance (V2),CHE,3.31,2,0,0.66,2011,0
Academic Performance (V2),CHE,3.29,2,0,0.66,2011,0
Academic Performance (V2),CHE,4.07,2,0,0.81,2011,0
Academic Performance (V2),CHE,3.72,2,0,0.74,2011,0
Academic Performance (V2),CHE,3.04,2,0,0.61,2011,0
Academic Performance (V2),CHE,3.85,2,0,0.77,2011,0
Academic Performance (V2),CHE,3.80,2,0,0.76,2011,0
Academic Performance (V2),CHE,4.66,2,0,0.93,2011,0
Academic Performance (V2),CHE,2.46,2,0,0.49,2012,0
Academic Performance (V2),CHE,4.21,2,0,0.84,2011,0
Academic Performance (V2),CHE,4.08,2,0,0.82,2011,0
Academic Performance (V2),CHE,4.45,2,0,0.89,2011,0
Academic Performance (V2),CHE,4.41,2,0,0.88,2011,0
Academic Performance (V2),CHE,2.34,2,0,0.47,2012,0
Academic Performance (V2),CHE,4.53,2,0,0.91,2011,0
Academic Performance (V2),CHE,3.40,2,0,0.68,2012,0
Academic Performance (V2),CHE,4.44,2,0,0.89,2012,0
Academic Performance (V2),CHE,3.83,2,0,0.77,2012,0
Academic Performance (V2),CHE,4.03,2,0,0.81,2012,0
Academic Performance (V2),CHE,4.26,2,0,0.85,2012,0
Academic Performance (V2),CHE,3.68,2,0,0.74,2012,0
Academic Performance (V2),CHE,4.32,2,0,0.86,2012,0
Academic Performance (V2),CHE,4.01,2,0,0.8,2012,0
Academic Performance (V2),CHE,3.07,2,0,0.61,2012,0
Academic Performance (V2),CHE,2.97,2,0,0.59,2013,0
Academic Performance (V2),CHE,4.00,2,0,0.8,2012,0
Academic Performance (V2),CHE,4.50,2,0,0.9,2012,0
Academic Performance (V2),CHE,4.02,2,0,0.8,2012,0
Academic Performance (V2),CHE,3.84,2,0,0.77,2012,0
Academic Performance (V2),CHE,4.38,2,0,0.88,2012,0
Academic Performance (V2),CHE,2.79,2,0,0.56,2013,0
Academic Performance (V2),CHE,3.61,2,0,0.72,2012,0
Academic Performance (V2),CHE,3.12,2,0,0.62,2012,0
Academic Performance (V2),CHE,4.26,2,0,0.85,2013,0
Academic Performance (V2),CHE,3.90,2,0,0.78,2012,0
Academic Performance (V2),CHE,4.18,2,0,0.84,2012,0
Academic Performance (V2),CHE,4.16,2,0,0.83,2012,0
Academic Performance (V2),CHE,4.21,2,0,0.84,2012,0
Academic Performance (V2),CHE,4.64,2,0,0.93,2012,0
Academic Performance (V2),CHE,3.85,2,0,0.77,2012,0
Academic Performance (V2),CHE,3.66,2,0,0.73,2012,0
Academic Performance (V2),CHE,3.33,2,0,0.67,2012,0
Academic Performance (V2),CHE,3.28,2,0,0.66,2012,0
Academic Performance (V2),CHE,4.73,2,0,0.95,2012,0
Academic Performance (V2),CHE,3.36,2,0,0.67,2013,0
Academic Performance (V2),CHE,4.54,2,0,0.91,2012,0
Academic Performance (V2),CHE,2.65,2,0,0.53,2012,0
Academic Performance (V2),CHE,2.36,2,0,0.47,2014,0
Academic Performance (V2),CHE,3.70,2,0,0.74,2012,0
Academic Performance (V2),CHE,4.19,2,0,0.84,2012,0
Academic Performance (V2),CHE,3.54,2,0,0.71,2012,0
Academic Performance (V2),CHE,4.60,2,0,0.92,2012,0
Academic Performance (V2),CHE,3.48,2,0,0.7,2012,0
Academic Performance (V2),CHE,3.86,2,0,0.77,2012,0
Academic Performance (V2),CHE,3.43,2,0,0.69,2012,0
Academic Performance (V2),CHE,3.65,2,0,0.73,2012,0
Academic Performance (V2),CHE,2.98,2,0,0.6,2012,0
Academic Performance (V2),CHE,3.07,2,0,0.61,2012,0
Academic Performance (V2),CHE,3.79,2,0,0.76,2012,0
Academic Performance (V2),CHE,4.33,2,0,0.87,2012,0
Academic Performance (V2),CHE,3.34,2,0,0.67,2013,0
Academic Performance (V2),CHE,4.00,2,0,0.8,2012,0
Academic Performance (V2),CHE,3.98,2,0,0.8,2013,0
Academic Performance (V2),CHE,4.00,2,0,0.8,2013,0
Academic Performance (V2),CHE,4.48,2,0,0.9,2013,0
Academic Performance (V2),CHE,3.40,2,0,0.68,2013,0
Academic Performance (V2),CHE,4.36,2,0,0.87,2013,0
Academic Performance (V2),CHE,3.08,2,0,0.62,2013,0
Academic Performance (V2),CHE,4.83,2,0,0.97,2013,0
Academic Performance (V2),CHE,3.03,2,0,0.61,2013,0
Academic Performance (V2),CHE,4.23,2,0,0.85,2013,0
Academic Performance (V2),CHE,3.41,2,0,0.68,2013,0
Academic Performance (V2),CHE,2.75,2,0,0.55,2013,0
Academic Performance (V2),CHE,4.59,2,0,0.92,2013,0
Academic Performance (V2),CHE,2.70,2,0,0.54,2013,0
Academic Performance (V2),CHE,2.53,2,0,0.51,2014,0
Academic Performance (V2),CHE,4.21,2,0,0.84,2013,0
Academic Performance (V2),CHE,4.37,2,0,0.87,2013,0
Academic Performance (V2),CHE,4.04,2,0,0.81,2013,0
Academic Performance (V2),CHE,2.63,2,0,0.53,2013,0
Academic Performance (V2),CHE,3.84,2,0,0.77,2013,0
Academic Performance (V2),CHE,4.00,2,0,0.8,2013,0
Academic Performance (V2),CHE,4.20,2,0,0.84,2013,0
Academic Performance (V2),CHE,3.61,2,0,0.72,2013,0
Academic Performance (V2),CHE,4.16,2,0,0.83,2013,0
Academic Performance (V2),CHE,3.14,2,0,0.63,2013,0
Academic Performance (V2),CHE,3.68,2,0,0.74,2013,0
Academic Performance (V2),CHE,2.88,2,0,0.58,2013,0
Academic Performance (V2),CHE,2.45,2,0,0.49,2014,0
Academic Performance (V2),CHE,2.84,2,0,0.57,2013,0
Academic Performance (V2),CHE,3.53,2,0,0.71,2013,0
Academic Performance (V2),CHE,2.56,2,0,0.51,2013,0
Academic Performance (V2),CHE,3.81,2,0,0.76,2013,0
Academic Performance (V2),CHE,3.73,2,0,0.75,2013,0
Academic Performance (V2),CHE,3.67,2,0,0.73,2013,0
Academic Performance (V2),CHE,2.70,2,0,0.54,2013,0
Academic Performance (V2),CHE,3.55,2,0,0.71,2013,0
Academic Performance (V2),CHE,4.22,2,0,0.84,2013,0
Academic Performance (V2),CHE,3.51,2,0,0.7,2013,0
Academic Performance (V2),CHE,3.75,2,0,0.75,2013,0
Academic Performance (V2),CHE,4.35,2,0,0.87,2013,0
Academic Performance (V2),CHE,2.89,2,0,0.58,2013,0
Academic Performance (V2),CHE,3.90,2,0,0.78,2013,0
Academic Performance (V2),CHE,4.19,2,0,0.84,2013,0
Academic Performance (V2),CHE,4.19,2,0,0.84,2013,0
Academic Performance (V2),CHE,3.37,2,0,0.67,2014,0
Academic Performance (V2),CHE,3.43,2,0,0.69,2013,0
Academic Performance (V2),CHE,3.07,2,0,0.61,2013,0
Academic Performance (V2),CHE,4.65,2,0,0.93,2014,0
Academic Performance (V2),CHE,3.73,2,0,0.75,2014,0
Academic Performance (V2),CHE,3.59,2,0,0.72,2014,0
Academic Performance (V2),CHE,4.04,2,0,0.81,2014,0
Academic Performance (V2),CHE,3.61,2,0,0.72,2014,0
Academic Performance (V2),CHE,2.71,2,0,0.54,2014,0
Academic Performance (V2),CHE,4.34,2,0,0.87,2014,0
Academic Performance (V2),CHE,3.85,2,0,0.77,2014,0
Academic Performance (V2),CHE,3.31,2,0,0.66,2014,0
Academic Performance (V2),CHE,4.47,2,0,0.89,2014,0
Academic Performance (V2),CHE,3.83,2,0,0.77,2014,0
Academic Performance (V2),CHE,3.56,2,0,0.71,2014,0
Academic Performance (V2),CHE,4.38,2,0,0.88,2014,0
Academic Performance (V2),CHE,2.93,2,0,0.59,2014,0
Academic Performance (V2),CHE,3.86,2,0,0.77,2014,0
Academic Performance (V2),CHE,3.16,2,0,0.63,2014,0
Academic Performance (V2),CHE,3.09,2,0,0.62,2014,0
Academic Performance (V2),CHE,2.90,2,0,0.58,2014,0
Academic Performance (V2),CHE,4.56,2,0,0.91,2014,0
Academic Performance (V2),CHE,4.38,2,0,0.88,2014,0
Academic Performance (V2),CHE,3.25,2,0,0.65,2014,0
Academic Performance (V2),CHE,4.01,2,0,0.8,2014,0
Academic Performance (V2),CHE,3.23,2,0,0.65,2014,0
Academic Performance (V2),CHE,3.28,2,0,0.66,2014,0
Academic Performance (V2),CHE,3.83,2,0,0.77,2014,0
Academic Performance (V2),CHE,3.34,2,0,0.67,2014,0
Academic Performance (V2),CHE,4.67,2,0,0.93,2014,0
Academic Performance (V2),CHE,4.24,2,0,0.85,2014,0
Academic Performance (V2),CHE,3.45,2,0,0.69,2014,0
Academic Performance (V2),CHE,3.73,2,0,0.75,2014,0
Academic Performance (V2),CHE,4.46,2,0,0.89,2014,0
Academic Performance (V2),CHE,3.19,2,0,0.64,2014,0
Academic Performance (V2),CHE,4.45,2,0,0.89,2014,0
Academic Performance (V2),CHE,2.88,2,0,0.58,2014,0
Academic Performance (V2),CHE,4.51,2,0,0.9,2014,0
Academic Performance (V2),CHE,3.57,2,0,0.71,2014,0
Academic Performance (V2),CHE,4.10,2,0,0.82,2014,0
Academic Performance (V2),CHE,3.67,2,0,0.73,2014,0
Academic Performance (V2),CHE,3.03,2,0,0.61,2014,0
Academic Performance (V2),CHE,4.50,2,0,0.9,2014,0
Academic Performance (V2),CHE,3.55,2,0,0.71,2014,0
Academic Performance (V2),CHE,4.01,2,0,0.8,2014,0
Academic Performance (V2),CHE,3.80,2,0,0.76,2014,0
Academic Performance (V2),CHE,4.86,2,0,0.97,2014,0
Academic Performance (V2),CHE,3.65,2,0,0.73,2014,0
Academic Performance (V2),CHE,3.42,2,0,0.68,2014,0
Academic Performance (V2),CHM,2.37,5,9,0.47,2010,0
Academic Performance (V2),CHM,3.16,5,9,0.63,2010,0
Academic Performance (V2),CHM,3.67,5,9,0.73,2010,0
Academic Performance (V2),CHM,3.36,5,9,0.67,2010,0
Academic Performance (V2),CHM,3.11,5,9,0.62,2010,0
Academic Performance (V2),CHM,3.84,5,9,0.77,2010,0
Academic Performance (V2),CHM,4.39,5,9,0.88,2010,0
Academic Performance (V2),CHM,2.52,5,9,0.5,2011,0
Academic Performance (V2),CHM,3.85,5,9,0.77,2011,0
Academic Performance (V2),CHM,3.66,5,9,0.73,2011,0
Academic Performance (V2),CHM,2.92,5,9,0.58,2011,0
Academic Performance (V2),CHM,4.57,5,9,0.91,2011,0
Academic Performance (V2),CHM,4.53,5,9,0.91,2011,0
Academic Performance (V2),CHM,3.70,5,9,0.74,2011,0
Academic Performance (V2),CHM,3.97,5,9,0.79,2011,0
Academic Performance (V2),CHM,4.59,5,9,0.92,2011,0
Academic Performance (V2),CHM,3.55,5,9,0.71,2011,0
Academic Performance (V2),CHM,3.19,5,9,0.64,2011,0
Academic Performance (V2),CHM,4.20,5,9,0.84,2011,0
Academic Performance (V2),CHM,4.44,5,9,0.89,2011,0
Academic Performance (V2),CHM,3.50,5,9,0.7,2011,0
Academic Performance (V2),CHM,3.25,5,9,0.65,2011,0
Academic Performance (V2),CHM,2.69,5,9,0.54,2011,0
Academic Performance (V2),CHM,3.72,5,9,0.74,2011,0
Academic Performance (V2),CHM,2.51,5,9,0.5,2012,0
Academic Performance (V2),CHM,2.33,5,9,0.47,2013,0
Academic Performance (V2),CHM,3.99,5,9,0.8,2011,0
Academic Performance (V2),CHM,2.95,5,9,0.59,2011,0
Academic Performance (V2),CHM,3.50,5,9,0.7,2011,0
Academic Performance (V2),CHM,3.08,5,9,0.62,2011,0
Academic Performance (V2),CHM,4.50,5,9,0.9,2011,0
Academic Performance (V2),CHM,4.22,5,9,0.84,2011,0
Academic Performance (V2),CHM,4.35,5,9,0.87,2011,0
Academic Performance (V2),CHM,3.26,5,9,0.65,2011,0
Academic Performance (V2),CHM,2.23,5,9,0.45,2012,0
Academic Performance (V2),CHM,4.14,5,9,0.83,2011,0
Academic Performance (V2),CHM,4.01,5,9,0.8,2012,0
Academic Performance (V2),CHM,3.43,5,9,0.69,2012,0
Academic Performance (V2),CHM,4.05,5,9,0.81,2012,0
Academic Performance (V2),CHM,3.88,5,9,0.78,2012,0
Academic Performance (V2),CHM,1.79,5,9,0.36,2014,0
Academic Performance (V2),CHM,3.84,5,9,0.77,2012,0
Academic Performance (V2),CHM,3.36,5,9,0.67,2012,0
Academic Performance (V2),CHM,4.04,5,9,0.81,2012,0
Academic Performance (V2),CHM,2.90,5,9,0.58,2012,0
Academic Performance (V2),CHM,2.60,5,9,0.52,2012,0
Academic Performance (V2),CHM,3.61,5,9,0.72,2012,0
Academic Performance (V2),CHM,4.33,5,9,0.87,2012,0
Academic Performance (V2),CHM,4.55,5,9,0.91,2012,0
Academic Performance (V2),CHM,3.89,5,9,0.78,2012,0
Academic Performance (V2),CHM,3.68,5,9,0.74,2012,0
Academic Performance (V2),CHM,4.02,5,9,0.8,2012,0
Academic Performance (V2),CHM,3.01,5,9,0.6,2012,0
Academic Performance (V2),CHM,3.58,5,9,0.72,2012,0
Academic Performance (V2),CHM,3.99,5,9,0.8,2012,0
Academic Performance (V2),CHM,3.11,5,9,0.62,2012,0
Academic Performance (V2),CHM,3.80,5,9,0.76,2012,0
Academic Performance (V2),CHM,3.16,5,9,0.63,2012,0
Academic Performance (V2),CHM,3.66,5,9,0.73,2012,0
Academic Performance (V2),CHM,2.66,5,9,0.53,2013,0
Academic Performance (V2),CHM,3.29,5,9,0.66,2012,0
Academic Performance (V2),CHM,3.74,5,9,0.75,2012,0
Academic Performance (V2),CHM,3.82,5,9,0.76,2012,0
Academic Performance (V2),CHM,2.83,5,9,0.57,2012,0
Academic Performance (V2),CHM,3.60,5,9,0.72,2012,0
Academic Performance (V2),CHM,2.84,5,9,0.57,2013,0
Academic Performance (V2),CHM,3.49,5,9,0.7,2012,0
Academic Performance (V2),CHM,3.12,5,9,0.62,2012,0
Academic Performance (V2),CHM,3.59,5,9,0.72,2013,0
Academic Performance (V2),CHM,4.13,5,9,0.83,2013,0
Academic Performance (V2),CHM,4.50,5,9,0.9,2013,0
Academic Performance (V2),CHM,2.30,5,9,0.46,2013,0
Academic Performance (V2),CHM,4.47,5,9,0.89,2013,0
Academic Performance (V2),CHM,3.88,5,9,0.78,2013,0
Academic Performance (V2),CHM,3.34,5,9,0.67,2013,0
Academic Performance (V2),CHM,3.92,5,9,0.78,2013,0
Academic Performance (V2),CHM,3.66,5,9,0.73,2013,0
Academic Performance (V2),CHM,3.29,5,9,0.66,2013,0
Academic Performance (V2),CHM,3.65,5,9,0.73,2013,0
Academic Performance (V2),CHM,3.10,5,9,0.62,2013,0
Academic Performance (V2),CHM,3.56,5,9,0.71,2013,0
Academic Performance (V2),CHM,4.13,5,9,0.83,2013,0
Academic Performance (V2),CHM,3.90,5,9,0.78,2013,0
Academic Performance (V2),CHM,3.60,5,9,0.72,2013,0
Academic Performance (V2),CHM,2.73,5,9,0.55,2013,0
Academic Performance (V2),CHM,4.07,5,9,0.81,2013,0
Academic Performance (V2),CHM,4.83,5,9,0.97,2013,0
Academic Performance (V2),CHM,3.73,5,9,0.75,2013,0
Academic Performance (V2),CHM,3.82,5,9,0.76,2013,0
Academic Performance (V2),CHM,3.64,5,9,0.73,2013,0
Academic Performance (V2),CHM,2.91,5,9,0.58,2013,0
Academic Performance (V2),CHM,4.11,5,9,0.82,2013,0
Academic Performance (V2),CHM,3.46,5,9,0.69,2013,0
Academic Performance (V2),CHM,4.34,5,9,0.87,2013,0
Academic Performance (V2),CHM,4.08,5,9,0.82,2014,0
Academic Performance (V2),CHM,2.29,5,9,0.46,2013,0
Academic Performance (V2),CHM,2.86,5,9,0.57,2013,0
Academic Performance (V2),CHM,3.20,5,9,0.64,2014,0
Academic Performance (V2),CHM,2.98,5,9,0.6,2014,0
Academic Performance (V2),CHM,3.67,5,9,0.73,2014,0
Academic Performance (V2),CHM,3.98,5,9,0.8,2014,0
Academic Performance (V2),CHM,4.18,5,9,0.84,2014,0
Academic Performance (V2),CHM,3.36,5,9,0.67,2014,0
Academic Performance (V2),CHM,3.43,5,9,0.69,2014,0
Academic Performance (V2),CHM,3.17,5,9,0.63,2014,0
Academic Performance (V2),CHM,3.16,5,9,0.63,2014,0
Academic Performance (V2),CHM,2.98,5,9,0.6,2014,0
Academic Performance (V2),CHM,4.60,5,9,0.92,2014,0
Academic Performance (V2),CHM,3.01,5,9,0.6,2014,0
Academic Performance (V2),CHM,3.25,5,9,0.65,2014,0
Academic Performance (V2),CHM,4.66,5,9,0.93,2014,0
Academic Performance (V2),CVE,2.26,2,6,0.45,2010,0
Academic Performance (V2),CVE,2.45,2,6,0.49,2010,0
Academic Performance (V2),CVE,3.42,2,6,0.68,2010,0
Academic Performance (V2),CVE,4.62,2,6,0.92,2010,0
Academic Performance (V2),CVE,3.91,2,6,0.78,2010,0
Academic Performance (V2),CVE,2.94,2,6,0.59,2010,0
Academic Performance (V2),CVE,2.62,2,6,0.52,2010,0
Academic Performance (V2),CVE,3.06,2,6,0.61,2010,0
Academic Performance (V2),CVE,2.41,2,6,0.48,2010,0
Academic Performance (V2),CVE,3.33,2,6,0.67,2010,0
Academic Performance (V2),CVE,1.97,2,6,0.39,2011,0
Academic Performance (V2),CVE,2.56,2,6,0.51,2010,0
Academic Performance (V2),CVE,2.05,2,6,0.41,2011,0
Academic Performance (V2),CVE,2.90,2,6,0.58,2010,0
Academic Performance (V2),CVE,2.68,2,6,0.54,2013,0
Academic Performance (V2),CVE,2.42,2,6,0.48,2012,0
Academic Performance (V2),CVE,3.60,2,6,0.72,2010,0
Academic Performance (V2),CVE,3.82,2,6,0.76,2010,0
Academic Performance (V2),CVE,3.41,2,6,0.68,2010,0
Academic Performance (V2),CVE,3.69,2,6,0.74,2010,0
Academic Performance (V2),CVE,2.21,2,6,0.44,2014,0
Academic Performance (V2),CVE,4.31,2,6,0.86,2010,0
Academic Performance (V2),CVE,2.10,2,6,0.42,2011,0
Academic Performance (V2),CVE,3.50,2,6,0.7,2010,0
Academic Performance (V2),CVE,4.22,2,6,0.84,2010,0
Academic Performance (V2),CVE,2.71,2,6,0.54,2010,0
Academic Performance (V2),CVE,3.90,2,6,0.78,2010,0
Academic Performance (V2),CVE,2.27,2,6,0.45,2012,0
Academic Performance (V2),CVE,3.09,2,6,0.62,2010,0
Academic Performance (V2),CVE,2.18,2,6,0.44,2011,0
Academic Performance (V2),CVE,3.19,2,6,0.64,2010,0
Academic Performance (V2),CVE,3.63,2,6,0.73,2011,0
Academic Performance (V2),CVE,3.88,2,6,0.78,2011,0
Academic Performance (V2),CVE,2.77,2,6,0.55,2011,0
Academic Performance (V2),CVE,2.80,2,6,0.56,2011,0
Academic Performance (V2),CVE,2.74,2,6,0.55,2011,0
Academic Performance (V2),CVE,2.74,2,6,0.55,2011,0
Academic Performance (V2),CVE,2.42,2,6,0.48,2014,0
Academic Performance (V2),CVE,3.32,2,6,0.66,2011,0
Academic Performance (V2),CVE,3.69,2,6,0.74,2013,0
Academic Performance (V2),CVE,4.65,2,6,0.93,2011,0
Academic Performance (V2),CVE,4.50,2,6,0.9,2011,0
Academic Performance (V2),CVE,3.48,2,6,0.7,2012,0
Academic Performance (V2),CVE,4.28,2,6,0.86,2012,0
Academic Performance (V2),CVE,4.57,2,6,0.91,2012,0
Academic Performance (V2),CVE,3.14,2,6,0.63,2012,0
Academic Performance (V2),CVE,3.25,2,6,0.65,2012,0
Academic Performance (V2),CVE,3.63,2,6,0.73,2012,0
Academic Performance (V2),CVE,2.45,2,6,0.49,2012,0
Academic Performance (V2),CVE,3.59,2,6,0.72,2013,0
Academic Performance (V2),CVE,3.49,2,6,0.7,2012,0
Academic Performance (V2),CVE,3.79,2,6,0.76,2012,0
Academic Performance (V2),CVE,3.95,2,6,0.79,2012,0
Academic Performance (V2),CVE,2.91,2,6,0.58,2012,0
Academic Performance (V2),CVE,2.68,2,6,0.54,2013,0
Academic Performance (V2),CVE,3.72,2,6,0.74,2012,0
Academic Performance (V2),CVE,3.59,2,6,0.72,2012,0
Academic Performance (V2),CVE,3.49,2,6,0.7,2012,0
Academic Performance (V2),CVE,2.91,2,6,0.58,2012,0
Academic Performance (V2),CVE,2.34,2,6,0.47,2012,0
Academic Performance (V2),CVE,3.74,2,6,0.75,2012,0
Academic Performance (V2),CVE,3.80,2,6,0.76,2012,0
Academic Performance (V2),CVE,3.32,2,6,0.66,2012,0
Academic Performance (V2),CVE,2.25,2,6,0.45,2012,0
Academic Performance (V2),CVE,2.69,2,6,0.54,2012,0
Academic Performance (V2),CVE,3.08,2,6,0.62,2012,0
Academic Performance (V2),CVE,4.09,2,6,0.82,2012,0
Academic Performance (V2),CVE,2.69,2,6,0.54,2012,0
Academic Performance (V2),CVE,2.67,2,6,0.53,2012,0
Academic Performance (V2),CVE,4.00,2,6,0.8,2012,0
Academic Performance (V2),CVE,3.07,2,6,0.61,2012,0
Academic Performance (V2),CVE,2.81,2,6,0.56,2012,0
Academic Performance (V2),CVE,4.47,2,6,0.89,2012,0
Academic Performance (V2),CVE,3.50,2,6,0.7,2012,0
Academic Performance (V2),CVE,3.71,2,6,0.74,2012,0
Academic Performance (V2),CVE,3.51,2,6,0.7,2012,0
Academic Performance (V2),CVE,3.12,2,6,0.62,2012,0
Academic Performance (V2),CVE,2.98,2,6,0.6,2012,0
Academic Performance (V2),CVE,4.18,2,6,0.84,2012,0
Academic Performance (V2),CVE,2.68,2,6,0.54,2012,0
Academic Performance (V2),CVE,3.79,2,6,0.76,2012,0
Academic Performance (V2),CVE,4.06,2,6,0.81,2013,0
Academic Performance (V2),CVE,3.74,2,6,0.75,2013,0
Academic Performance (V2),CVE,3.66,2,6,0.73,2013,0
Academic Performance (V2),CVE,3.41,2,6,0.68,2013,0
Academic Performance (V2),CVE,2.60,2,6,0.52,2013,0
Academic Performance (V2),CVE,3.07,2,6,0.61,2013,0
Academic Performance (V2),CVE,3.29,2,6,0.66,2013,0
Academic Performance (V2),CVE,3.10,2,6,0.62,2013,0
Academic Performance (V2),CVE,4.45,2,6,0.89,2013,0
Academic Performance (V2),CVE,4.12,2,6,0.82,2013,0
Academic Performance (V2),CVE,3.76,2,6,0.75,2013,0
Academic Performance (V2),CVE,4.70,2,6,0.94,2013,0
Academic Performance (V2),CVE,4.04,2,6,0.81,2013,0
Academic Performance (V2),CVE,3.04,2,6,0.61,2013,0
Academic Performance (V2),CVE,3.70,2,6,0.74,2013,0
Academic Performance (V2),CVE,2.62,2,6,0.52,2013,0
Academic Performance (V2),CVE,3.34,2,6,0.67,2013,0
Academic Performance (V2),CVE,4.93,2,6,0.99,2013,0
Academic Performance (V2),CVE,3.00,2,6,0.6,2013,0
Academic Performance (V2),CVE,4.75,2,6,0.95,2013,0
Academic Performance (V2),CVE,3.75,2,6,0.75,2013,0
Academic Performance (V2),CVE,3.97,2,6,0.79,2013,0
Academic Performance (V2),CVE,3.30,2,6,0.66,2014,0
Academic Performance (V2),CVE,2.58,2,6,0.52,2013,0
Academic Performance (V2),CVE,3.12,2,6,0.62,2013,0
Academic Performance (V2),CVE,3.79,2,6,0.76,2013,0
Academic Performance (V2),CVE,3.76,2,6,0.75,2013,0
Academic Performance (V2),CVE,3.53,2,6,0.71,2013,0
Academic Performance (V2),CVE,3.88,2,6,0.78,2013,0
Academic Performance (V2),CVE,4.61,2,6,0.92,2013,0
Academic Performance (V2),CVE,4.06,2,6,0.81,2013,0
Academic Performance (V2),CVE,3.94,2,6,0.79,2013,0
Academic Performance (V2),CVE,3.62,2,6,0.72,2013,0
Academic Performance (V2),CVE,2.18,2,6,0.44,2014,0
Academic Performance (V2),CVE,2.75,2,6,0.55,2013,0
Academic Performance (V2),CVE,3.02,2,6,0.6,2013,0
Academic Performance (V2),CVE,3.30,2,6,0.66,2013,0
Academic Performance (V2),CVE,4.04,2,6,0.81,2013,0
Academic Performance (V2),CVE,4.44,2,6,0.89,2013,0
Academic Performance (V2),CVE,4.14,2,6,0.83,2013,0
Academic Performance (V2),CVE,4.33,2,6,0.87,2013,0
Academic Performance (V2),CVE,4.36,2,6,0.87,2013,0
Academic Performance (V2),CVE,4.58,2,6,0.92,2013,0
Academic Performance (V2),CVE,3.92,2,6,0.78,2013,0
Academic Performance (V2),CVE,2.67,2,6,0.53,2013,0
Academic Performance (V2),CVE,3.08,2,6,0.62,2013,0
Academic Performance (V2),CVE,2.64,2,6,0.53,2013,0
Academic Performance (V2),CVE,4.30,2,6,0.86,2013,0
Academic Performance (V2),CVE,3.97,2,6,0.79,2013,0
Academic Performance (V2),CVE,4.18,2,6,0.84,2014,0
Academic Performance (V2),CVE,3.97,2,6,0.79,2014,0
Academic Performance (V2),CVE,4.62,2,6,0.92,2014,0
Academic Performance (V2),CVE,4.54,2,6,0.91,2014,0
Academic Performance (V2),CVE,3.75,2,6,0.75,2014,0
Academic Performance (V2),CVE,4.62,2,6,0.92,2014,0
Academic Performance (V2),CVE,3.27,2,6,0.65,2014,0
Academic Performance (V2),CVE,4.55,2,6,0.91,2014,0
Academic Performance (V2),CVE,3.45,2,6,0.69,2014,0
Academic Performance (V2),CVE,2.97,2,6,0.59,2014,0
Academic Performance (V2),CVE,2.99,2,6,0.6,2014,0
Academic Performance (V2),CVE,2.88,2,6,0.58,2014,0
Academic Performance (V2),CVE,3.74,2,6,0.75,2014,0
Academic Performance (V2),CVE,3.36,2,6,0.67,2014,0
Academic Performance (V2),CVE,4.20,2,6,0.84,2014,0
Academic Performance (V2),CVE,3.76,2,6,0.75,2014,0
Academic Performance (V2),CVE,3.76,2,6,0.75,2014,0
Academic Performance (V2),CVE,3.86,2,6,0.77,2014,0
Academic Performance (V2),CVE,3.39,2,6,0.68,2014,0
Academic Performance (V2),CVE,3.63,2,6,0.73,2014,0
Academic Performance (V2),CVE,3.60,2,6,0.72,2014,0
Academic Performance (V2),CVE,4.01,2,6,0.8,2014,0
Academic Performance (V2),CVE,3.45,2,6,0.69,2014,0
Academic Performance (V2),CVE,3.85,2,6,0.77,2014,0
Academic Performance (V2),CVE,4.68,2,6,0.94,2014,0
Academic Performance (V2),CVE,2.88,2,6,0.58,2014,0
Academic Performance (V2),CVE,3.19,2,6,0.64,2014,0
Academic Performance (V2),CVE,3.79,2,6,0.76,2014,0
Academic Performance (V2),CVE,4.22,2,6,0.84,2014,0
Academic Performance (V2),CVE,2.71,2,6,0.54,2014,0
Academic Performance (V2),CVE,3.69,2,6,0.74,2014,0
Academic Performance (V2),CVE,4.46,2,6,0.89,2014,0
