Source_Dataset,Original_Degree,Original_CGPA,ML_Degree_Code,ML_Spec_Code,ML_CGPA_Norm,ML_YoG,ML_Cert_Count,job_role
Academic Performance (V2),PHYE,3.4841323778348112,5,9,0.708358482205727,2012.0807492163917,0.02527770869281056,QA Engineer
Academic Performance (V2),ICE,3.518123647386327,1,2,0.9295390735905854,2013.9747025276786,-0.11763877579316027,Data Analyst
Academic Performance (V2),MIS,4.830580086342212,5,9,1.0385534197129247,2013.9977822248143,-0.06781279903440843,Data Analyst
Academic Performance (V2),EEE,4.041368651683974,2,4,0.7517550650420354,2013.0956807819591,0.015912011711593083,Data Analyst
Academic Performance (V2),MCB,4.424301357658728,5,9,0.6739190344372505,2011.926760961592,0.1294737917979327,IT Support
Academic Performance (V2),CVE,2.6380091740606857,2,6,0.5238046739723381,2012.9940404085037,0.1731730733616586,IT Support
Academic Performance (V2),PHYR,3.3238039151117764,5,9,0.7794126564832469,2012.8260564398165,0.1382447705398376,QA Engineer
Academic Performance (V2),CVE,4.650922217128635,2,6,0.8100245335476067,2009.8760472133986,0.035355670639354936,Data Analyst
Academic Performance (V2),MIS,3.413240565828186,7,7,0.8198743679513293,2013.8415762677405,-0.04037676294447062,QA Engineer
Academic Performance (V2),MAT,3.337366288478335,5,9,0.5673556456970893,2011.008470470859,-0.10499981403823516,QA Engineer
Academic Performance (V2),MIS,3.3253246628721236,7,7,0.6247155312992447,2011.9899550945638,-0.07399249922049837,QA Engineer
Academic Performance (V2),EEE,3.029052025443665,2,4,0.611363506954586,2010.1670345952498,-0.055094274641989384,QA Engineer
Academic Performance (V2),CEN,3.8587682471715765,1,1,0.8501064366891921,2014.0562473420696,0.07621534141914314,Data Analyst
Academic Performance (V2),MCE,2.9180351878523756,2,5,0.5840303666453961,2011.952761186237,-0.08797956751901027,QA Engineer
Academic Performance (V2),MCE,3.7346210670488422,2,5,0.8026959211206548,2014.003576666453,0.04259245835833646,Data Analyst
Academic Performance (V2),CHM,3.144253183609068,5,9,0.651935535882007,2014.0202448808707,-0.0285313112381142,QA Engineer
Academic Performance (V2),CEN,2.0772633510044036,1,1,0.4624278844212614,2013.1557260004884,-0.13859636473522607,IT Support
Academic Performance (V2),EEE,2.195211763294319,2,4,0.4964599559146896,2013.0020948780646,0.058155421669801866,IT Support
Academic Performance (V2),BCH,2.423789282103052,5,9,0.6165737834545797,2012.9575187447213,0.054915766398411864,IT Support
Academic Performance (V2),MIS,2.212644397204907,7,7,0.44905298763158774,2010.130947029902,-0.05056599065402459,IT Support
Academic Performance (V2),CIS,3.375915171292226,1,1,0.8172787285236681,2012.1291733756157,-0.06052134702649973,Data Analyst
Academic Performance (V2),ICE,2.2570851048669214,1,2,0.36735010900480786,2010.9749804983394,-0.03487615022368752,IT Support
Academic Performance (V2),CIS,2.6025052586925375,1,1,0.5699624587390237,2010.922754960299,0.119214689434053,IT Support
Academic Performance (V2),CHE,2.4398402152574774,2,0,0.39661205211917294,2014.1444832193233,-0.036128604794942815,IT Support
Academic Performance (V2),EEE,3.3740380681140025,2,4,0.7278622972818007,2014.0210991767183,0.03186814209987739,QA Engineer
Academic Performance (V2),CIS,4.175747457638917,1,1,0.872698863659504,2012.9518117878838,0.14036074603309512,Data Analyst
Academic Performance (V2),EEE,4.257778750294707,2,4,0.87871179897767,2011.8676350907851,0.04497028234947608,Data Analyst
Academic Performance (V2),CVE,3.0107943592808266,2,6,0.465453861971164,2013.8516961602013,0.03287252462327577,IT Support
Academic Performance (V2),CIS,3.339787405965611,1,1,0.7255703457201466,2012.1200740668623,0.05301076103752205,QA Engineer
Academic Performance (V2),CEN,3.775097207189578,1,1,0.7384299122843397,2012.853357906111,-0.19437338127901968,Data Analyst
Academic Performance (V2),CHM,3.848647708352387,5,9,0.9272516710690863,2012.0721609997001,0.05848777160012056,Data Analyst
Academic Performance (V2),ICE,3.3625084021622946,1,2,0.7745720149423605,2013.0855060619,0.03844624381007462,Data Analyst
Academic Performance (V2),EEE,3.569661442793855,2,4,0.717424061983635,2010.1806408571395,0.06384885395668968,Data Analyst
Academic Performance (V2),CIS,2.2792642621790375,2,0,0.42544918564974504,2009.9695540316843,-0.1525708675775413,IT Support
Academic Performance (V2),ICE,3.3658331805785413,1,2,0.7434021663616643,2013.9493107584397,-0.06469078872165736,QA Engineer
Academic Performance (V2),CEN,3.833792975947949,1,1,0.6607077206985311,2013.2719427284148,-0.16579930631936682,Data Analyst
Academic Performance (V2),PET,4.220322689558175,2,9,0.8243898913092824,2010.8867405610667,-0.10742351742949428,Data Analyst
Academic Performance (V2),MCE,4.1421577047220035,2,5,0.7699177997325122,2011.900262595774,0.02005685287426416,Data Analyst
Academic Performance (V2),CIS,2.6634939077581996,1,1,0.49126143791541516,2010.9911636528416,-0.1924895981067889,IT Support
Academic Performance (V2),BLD,4.1338562665598895,2,6,0.9492381308535355,2013.8499550604247,-0.040214431491935806,Data Analyst
Academic Performance (V2),EEE,3.5616719940750117,2,4,0.6443488690589847,2012.0078364093322,-0.14011814035907283,Data Analyst
Academic Performance (V2),CEN,3.57759386663069,1,1,0.7092921916568788,2013.0677494061792,-0.24185220632680116,Data Analyst
Academic Performance (V2),BCH,3.8351582031398737,5,9,0.6051063296829321,2013.2305056699931,0.012193010500901639,Data Analyst
Academic Performance (V2),MCE,3.5734482462204715,2,5,0.8425415957187479,2012.9601006033881,0.03559000311864496,QA Engineer
Academic Performance (V2),CEN,2.3223838912944905,1,1,0.5578706854232168,2013.9537431249903,0.006169582598993757,IT Support
Academic Performance (V2),CEN,3.1369477549602403,1,1,0.7200428812508313,2013.8519809118181,0.06100227950724159,Data Analyst
Academic Performance (V2),CEN,3.4550424416123073,1,1,0.44932907317729465,2010.0293041464224,-0.106439773952224,Data Analyst
Academic Performance (V2),MIS,3.226744598083723,7,7,0.6904464448495888,2012.002777045717,-0.03154098923471798,QA Engineer
Academic Performance (V2),MIS,3.280156669738889,7,7,0.5421281794890439,2009.990297595645,0.028862710847123087,QA Engineer
Academic Performance (V2),MIS,4.4103147033766135,7,7,0.7194822393763702,2010.875754286732,-0.0030781609129666,Data Analyst
Academic Performance (V2),PHYG,2.6932090274808735,5,9,0.7039994346072276,2011.921631346394,-0.047714129701309525,QA Engineer
Academic Performance (V2),MIS,4.094187622272763,7,7,0.7162977744194777,2009.9283531152923,-0.03186761759557887,Data Analyst
Academic Performance (V2),ICE,3.834789031162467,1,2,0.7951528590570331,2012.8743226691222,0.028920875097738642,Data Analyst
Academic Performance (V2),BLD,2.256883150875099,7,7,0.424952427582007,2011.0664038824857,-0.057592061954347296,IT Support
Academic Performance (V2),PHYE,4.426436992287178,5,9,0.7525404610566608,2012.8551061887529,0.13816852139821326,Data Analyst
Academic Performance (V2),CHE,4.143791973262958,2,0,0.8911000973731508,2009.8552161053674,-0.11906437019320484,Data Analyst
Academic Performance (V2),CHE,4.689664630887326,2,0,0.8070219237308481,2011.9641997521753,-0.09983464133029239,Data Analyst
Academic Performance (V2),MCE,2.3924279752606963,2,5,0.5006365786017273,2010.9824932290078,0.18326862338677263,IT Support
Academic Performance (V2),PET,4.929171206798252,2,9,1.0489456444368646,2009.9201979304382,0.04582494019523023,Data Analyst
Academic Performance (V2),CIS,2.908111283327271,1,1,0.5604745843762231,2013.1105025030736,0.029669596163137066,IT Support
Academic Performance (V2),CIS,2.4049162018014187,1,1,0.5057066869698581,2012.9925835796257,-0.027707384669895974,IT Support
Academic Performance (V2),ICE,3.2921360919993248,1,2,0.6081169631595627,2011.995305167262,0.10532802504825181,QA Engineer
Academic Performance (V2),MIS,2.4320569401377865,7,7,0.5609086123892882,2011.0310402651378,0.09597952542806647,IT Support
Academic Performance (V2),CIS,2.843406523435315,1,1,0.5658667681383583,2011.8335889893451,-0.16724659645835296,IT Support
Academic Performance (V2),CEN,3.2135680183901574,1,1,0.5788055817109252,2009.9241915831535,0.1822621229903179,QA Engineer
Academic Performance (V2),MCB,2.493221311681555,5,9,0.43986269342114576,2012.904571868928,0.05875260218855671,IT Support
Academic Performance (V2),MCB,3.5297080516343677,5,9,0.628919298541581,2011.0623764165452,-0.03738984679652903,Data Analyst
Academic Performance (V2),PHYE,4.330756047180501,5,9,0.830867170449457,2011.1314338211255,-0.14354483881736077,Data Analyst
Academic Performance (V2),CHM,3.6638669989635897,5,9,0.7275721512894608,2012.956361902817,0.06668616683746154,Data Analyst
Academic Performance (V2),PHYG,2.7895987589555795,2,6,0.5183613135528794,2009.9001883007452,-0.019267638207632904,IT Support
Academic Performance (V2),EEE,3.538531716679693,2,4,0.5886420434913939,2012.9914876987011,0.12667624928243731,QA Engineer
Academic Performance (V2),CEN,2.9067668304200764,1,1,0.733571447292434,2012.059984326783,0.05795057224547075,QA Engineer
Academic Performance (V2),MCE,2.8858340026068716,2,5,0.5845799734327137,2011.8354543789849,0.040718885315224745,IT Support
Academic Performance (V2),BCH,3.660128954713445,5,9,0.7382719374075665,2010.9424232436147,0.13474653219225355,Data Analyst
Academic Performance (V2),CIS,3.166529024640382,1,1,0.6195123678693185,2010.0209860668228,-0.019126912568044455,QA Engineer
Academic Performance (V2),EEE,1.780322483496605,2,4,0.37151713340157305,2010.076687992615,0.04657470677458882,IT Support
Academic Performance (V2),BCH,4.699288330356326,5,9,0.9548711541625967,2012.1304295185307,-0.07393746838961025,Data Analyst
Academic Performance (V2),PET,3.584445708405321,2,9,0.7934029570353722,2013.1224443898343,0.033418347522724094,Data Analyst
Academic Performance (V2),PHYR,3.815979390278676,5,9,0.6282425616760732,2013.1739649346353,-0.004888843838823185,Data Analyst
Academic Performance (V2),MCE,3.4216716002661784,2,5,0.8410710028172441,2013.0245916851059,0.04292216102201309,QA Engineer
Academic Performance (V2),MIS,3.4552396439315807,7,7,0.8542967531618033,2012.9939965234548,-0.1882289057940567,Data Analyst
Academic Performance (V2),ICE,3.7416528830489124,1,2,0.7548430337770695,2013.8937023157844,-0.12530528312178885,Data Analyst
Academic Performance (V2),ICE,4.268564117240766,1,2,0.8133990312792941,2011.025410210939,0.058391528906166085,Data Analyst
Academic Performance (V2),MCE,3.77342039677558,2,5,0.7521266035203553,2012.0805300087745,-0.11023503687524616,Data Analyst
Academic Performance (V2),PET,2.9292018714108106,2,9,0.6876442367547472,2010.2008087350914,0.039313727101270776,QA Engineer
Academic Performance (V2),PHYE,2.51458785398262,5,9,0.351793589754379,2012.0381525304645,0.18269679592905216,IT Support
Academic Performance (V2),MCE,2.3438506150677063,2,5,0.5122329468484503,2013.9241236145588,0.041947191139301225,IT Support
Academic Performance (V2),EEE,3.5045029244476287,2,4,0.8058929383939496,2012.8570410588275,0.06784751931691985,QA Engineer
Academic Performance (V2),MAT,3.253359326364784,5,9,0.8096984176399249,2011.7659517832515,0.021587422242744573,QA Engineer
Academic Performance (V2),PET,2.4902135931261777,7,7,0.5070648690929771,2010.9983104015064,-0.2581633556130891,IT Support
Academic Performance (V2),EEE,3.5903577117994616,2,4,0.7653899217483462,2011.9909032398143,0.0485517833730173,Data Analyst
Academic Performance (V2),BCH,4.683868119633187,5,9,0.9829873068513214,2011.0244141165142,0.02070266948292453,Data Analyst
Academic Performance (V2),CVE,3.2049392109352004,2,6,0.5342316820240116,2012.1307736535,0.12739675394779668,QA Engineer
Academic Performance (V2),PHYE,4.5308987241239445,2,4,0.7437964623657496,2011.8558948570978,0.07473619772844049,Data Analyst
Academic Performance (V2),CIS,4.689006894115222,1,1,0.9050710604528515,2013.0324456385856,0.053769982491329284,Data Analyst
Academic Performance (V2),MCB,3.6352294925580906,1,1,0.8007026055597126,2012.9534958587217,0.08787623058776338,Data Analyst
Academic Performance (V2),CIS,2.981464116772109,1,1,0.48810599031589375,2013.9952131604227,-0.12851749320487194,QA Engineer
Academic Performance (V2),EEE,3.7088017714430963,2,4,0.7217817846654769,2013.062388009067,-0.07663799176672574,Data Analyst
Academic Performance (V2),CHE,4.0764824536965,2,0,0.8850074434776312,2012.1770960220172,-0.09958456809037106,Data Analyst
Academic Performance (V2),BCH,4.689576870824772,5,9,0.9119357265474457,2011.2027354829609,0.20243388750599522,Data Analyst
Academic Performance (V2),MCB,4.128164675092939,5,9,0.7474879782370247,2012.990111787381,0.10153353320291661,Data Analyst
Academic Performance (V2),CHE,4.027209229382509,2,0,0.829743325912904,2012.9870610666535,-0.08126898107447422,QA Engineer
Academic Performance (V2),MCB,4.397505332076941,5,9,0.8971749810773025,2011.0693833556302,0.06296813256880739,Data Analyst
Academic Performance (V2),CVE,2.8727429058139076,2,6,0.49174783761436447,2014.0975551770507,0.038274799255455905,QA Engineer
Academic Performance (V2),CVE,3.7776478646161107,2,6,0.5208236128386347,2011.8249074325245,0.07725174169077256,Data Analyst
Academic Performance (V2),MIS,3.0946567843024058,7,7,0.653617574252359,2013.1168973898612,0.1608775830264786,QA Engineer
Academic Performance (V2),CVE,3.5640516893428753,2,6,0.7330487543832824,2014.007237631122,0.1347814675927925,QA Engineer
Academic Performance (V2),PHYG,2.442523772623,5,9,0.340191554876071,2012.84956542253,0.35095028111503707,IT Support
Academic Performance (V2),CEN,2.9786446475678363,1,1,0.815595720843686,2012.0525578607483,-0.0468916318659334,QA Engineer
Academic Performance (V2),PHYR,2.6989294870499605,2,6,0.7189564845972988,2013.1206108164226,0.05797816131106304,IT Support
Academic Performance (V2),MIS,3.5158731860246113,7,7,0.6155265920122585,2012.2409323933248,-0.009863136002563009,QA Engineer
Academic Performance (V2),BLD,3.480771098818398,2,6,0.600860216713719,2012.918195787727,0.10082253340064073,Data Analyst
Academic Performance (V2),MAT,1.8696680754538126,5,9,0.40544077798841577,2013.030668406966,0.13704651744897076,IT Support
Academic Performance (V2),MCB,4.30200610104239,5,9,0.6269123796213922,2013.8693768250487,0.20055428499118128,Data Analyst
Academic Performance (V2),CVE,4.311005270271242,2,6,0.993271489575278,2013.105697236012,0.003662971358968514,Data Analyst
Academic Performance (V2),ICE,2.2045704979070333,1,2,0.7729873214292411,2010.7276740854716,-0.07535378511200641,IT Support
Academic Performance (V2),EEE,3.3419266970832715,2,4,0.7122800526350767,2012.0647261021961,0.048591093866714036,QA Engineer
Academic Performance (V2),CVE,2.660072140107754,2,6,0.6604881723174938,2013.0636563845042,-0.16799380973547418,IT Support
Academic Performance (V2),BCH,3.642829801018106,5,9,0.6278533828717705,2011.1862149431984,-0.0077853675345218535,Data Analyst
Academic Performance (V2),EEE,3.188878230070213,2,4,0.6507039394998004,2013.9749716098286,0.11356964077749387,QA Engineer
Academic Performance (V2),PET,4.36156073742148,2,9,0.7797791542722685,2012.037695949546,0.08573002317332643,Data Analyst
Academic Performance (V2),CIS,3.625579239304323,1,1,0.6625666246728306,2011.087205996388,-0.1540887146313317,Data Analyst
Academic Performance (V2),MCE,3.942583714133124,2,5,0.7021399919782929,2009.7975683387633,-0.08684493218889429,Data Analyst
Academic Performance (V2),BCH,3.6953719493112946,5,9,0.8104450943695906,2013.9164326140249,0.07926202921587501,Data Analyst
Academic Performance (V2),CHM,3.0993367805008942,5,9,0.6085841813314,2011.9283762004422,-0.02364903046322578,IT Support
Academic Performance (V2),CIS,2.8112481085729413,1,1,0.5653051226266266,2012.113325704901,-0.22280903925255227,IT Support
Academic Performance (V2),EEE,2.4473433696800777,2,4,0.7242347168552826,2011.8844929782424,0.003570745194482912,IT Support
Academic Performance (V2),EEE,4.481215051122876,2,4,0.8602478631678392,2010.1605057720465,-0.0350373828653214,Data Analyst
Academic Performance (V2),PET,2.8746862012198107,2,9,0.5701616981797795,2011.9702875284502,-0.016953609496054046,IT Support
Academic Performance (V2),MAT,4.897329648137082,5,9,0.9454406043641552,2010.9271197519845,-0.022575312949141276,Data Analyst
Academic Performance (V2),PET,4.259514408639343,2,9,0.9766346431856394,2010.0100957870848,-0.13474175493529114,Data Analyst
Academic Performance (V2),MIS,2.7227767908694234,7,7,0.481986289699029,2013.0968065504346,0.016704521505419897,IT Support
Academic Performance (V2),MIS,3.986601342668797,7,7,0.7490371278104633,2014.1587871875718,0.11641597875031365,Data Analyst
Academic Performance (V2),CHE,4.439222793315578,2,0,0.9611207568685309,2013.0119569441142,-0.044944944526363884,Data Analyst
Academic Performance (V2),MCE,3.422853198332216,2,5,0.6373771529429066,2014.1441964320352,0.0007027400206012763,QA Engineer
Academic Performance (V2),CEN,3.445511637164124,1,1,0.6582172046902256,2011.9831614887412,0.19198274575743798,Data Analyst
Academic Performance (V2),MCE,3.4945642439480262,2,5,0.6836487506281386,2012.020445851769,-0.0035827076777221107,QA Engineer
Academic Performance (V2),CHM,2.1302915231017714,5,9,0.3553098237668099,2012.008070694441,0.01735717458692538,IT Support
Academic Performance (V2),EEE,3.9015079962489683,2,4,0.698903705203661,2012.9555742036007,0.08294472862680713,Data Analyst
Academic Performance (V2),MIS,3.036564195074774,7,7,0.6702544571479911,2013.0300668493608,-0.0550258075184723,IT Support
Academic Performance (V2),PHYE,3.3254818521785667,5,9,0.624423573729487,2012.955570398003,-0.12839548614551322,QA Engineer
Academic Performance (V2),BLD,2.955243008465386,2,6,0.6636264327588455,2011.9378734016996,-0.06243373827407898,QA Engineer
Academic Performance (V2),CHE,4.270511906030572,2,0,0.8035757173972424,2011.1036731157785,-0.069092655826598,Data Analyst
Academic Performance (V2),MAT,2.6456959135645177,2,6,0.5511352160213465,2012.155801158924,-0.10404167136587548,IT Support
Academic Performance (V2),CEN,4.495022566594149,1,1,0.7746837321029162,2012.96851027731,0.019638386583246323,Data Analyst
Academic Performance (V2),ICE,3.5266329707970656,1,2,0.888322809233387,2012.8321275277876,0.070036789934236,Data Analyst
Academic Performance (V2),CHE,3.655687730290438,2,0,0.6453165941150201,2013.0627102957756,0.13617385549390934,Data Analyst
Academic Performance (V2),EEE,3.8154068531903835,2,4,0.7742424785614594,2010.1633519009042,-0.021660020755980038,Data Analyst
Academic Performance (V2),CIS,3.6307203223663462,1,1,0.5831173201382667,2013.0660056329257,-0.03524790237144432,Data Analyst
Academic Performance (V2),CEN,2.7266766239915414,1,1,0.5190429251715618,2012.17435293355,-0.08897681772684979,IT Support
Academic Performance (V2),BCH,4.305121930657995,5,9,0.8641034474862943,2013.1197402264097,-0.15392789704572646,Data Analyst
Academic Performance (V2),CEN,4.745342678080988,1,1,0.9403594045650088,2013.0120340127623,0.07405796799033623,Data Analyst
Academic Performance (V2),PHYR,2.4065950076856453,2,5,0.4127168133070847,2012.9189788678138,-0.03137470660862533,IT Support
Academic Performance (V2),CIS,3.6980964538361385,1,1,0.8310692798950235,2011.0528265118219,-0.0055371516290392865,Data Analyst
Academic Performance (V2),MIS,3.370261505221595,7,7,0.638286404038034,2010.9994649191656,0.0285991211106881,QA Engineer
Academic Performance (V2),MIS,3.6735450718485505,7,7,0.6404493942892779,2012.0831899600598,-0.022042501857970184,Data Analyst
Academic Performance (V2),BCH,3.1972340950465057,5,9,0.61820889660509,2012.1074237712198,0.014437867209449963,QA Engineer
Academic Performance (V2),MIS,3.0148606093380366,7,7,0.6347882372078814,2013.1097900902053,0.12803142646492963,QA Engineer
Academic Performance (V2),CHE,3.532463519739169,2,0,0.7414928898882494,2012.7385666131527,0.03299719058260494,Data Analyst
Academic Performance (V2),ICE,4.6464751017073755,1,2,1.0539719363350073,2012.8806229363956,0.003003738494220829,Data Analyst
Academic Performance (V2),CEN,3.4616514044843925,1,1,0.8326859660476925,2013.961922511262,0.0816371156748644,QA Engineer
Academic Performance (V2),PHYG,4.205003757895653,5,9,0.850998886399354,2013.0830245767227,-0.1473371751546039,Data Analyst
Academic Performance (V2),MIS,3.6431131522845637,7,7,0.7839699739257802,2013.9886387039378,0.07554754662822137,Data Analyst
Academic Performance (V2),CHE,4.788560725452839,2,0,1.05023510377988,2009.9725247678778,-0.0530427621736033,Data Analyst
Academic Performance (V2),EEE,3.6118343745220516,2,4,0.6094398524766067,2013.935683806577,0.03953149415543037,Data Analyst
Academic Performance (V2),CIS,4.515302908766008,1,1,0.9480555728879712,2011.0245518820373,0.07493481062825366,Data Analyst
Academic Performance (V2),CEN,2.057183292954813,1,1,0.3791930105325196,2010.0095026761737,-0.027258206659656434,IT Support
Academic Performance (V2),CIS,3.155902596123104,1,1,0.5507939938546026,2012.025111959153,0.007397598126074473,QA Engineer
Academic Performance (V2),MCB,2.6875012213072678,2,9,0.4847497692434186,2012.014664761176,-0.018621404281610226,IT Support
Academic Performance (V2),CVE,4.010370628473228,2,6,0.7925142622111909,2013.132336596852,-0.13451793287465916,Data Analyst
Academic Performance (V2),MCE,3.8523278351886208,2,5,0.7155560054099734,2011.9852473456324,0.03828771822228365,Data Analyst
Academic Performance (V2),CEN,3.8557140592298444,1,1,0.7070445103560571,2011.9455146639525,-0.15686189979756973,Data Analyst
Academic Performance (V2),CHM,3.5131608568840615,5,9,0.6634729848613492,2011.9655593464597,0.07319236081113888,Data Analyst
Academic Performance (V2),MCB,4.294214959906005,5,9,0.8286102004244711,2011.0432369203475,-0.030284838354496503,IT Support
Academic Performance (V2),CHE,2.646359196690931,2,0,0.424759885603839,2009.9806795761406,-0.024291166448288222,IT Support
Academic Performance (V2),MIS,2.9071812117688434,7,7,0.446446215322686,2012.9994745596093,-0.10939838316401224,IT Support
Academic Performance (V2),PET,2.76176847529301,2,9,0.5609150879400998,2011.9287281302043,0.04891996105816902,IT Support
Academic Performance (V2),BLD,2.8635713367683233,2,6,0.5463479789739861,2013.0813202117733,-0.004846759111391546,IT Support
Academic Performance (V2),PET,3.3132234541271046,2,9,0.8454439459666404,2012.0535841659669,0.05976573283914785,QA Engineer
Academic Performance (V2),EEE,2.394903594076397,2,4,0.4217481417244953,2013.0969606422489,-0.012033365083213142,IT Support
Academic Performance (V2),CEN,2.7606545763535095,1,1,0.5697906323065542,2011.9569545717302,-0.13672037374632381,IT Support
Academic Performance (V2),MIS,4.071922127674171,7,7,0.7774325394973952,2012.888213659306,-0.006787337084486467,Data Analyst
Academic Performance (V2),BCH,3.5453813320725582,5,9,0.5819724045356098,2010.8049263339117,0.12672036902714887,QA Engineer
Academic Performance (V2),MCB,4.045500814864198,5,9,0.8338683349483731,2014.0170260794139,0.06898330752453617,Data Analyst
Academic Performance (V2),MIS,1.8180497107757312,7,7,0.3447072230240195,2013.0046413937664,0.047825821211419955,IT Support
Academic Performance (V2),CEN,4.122426806430493,1,1,0.8626779587174085,2012.0020359946864,0.036515134736498124,Data Analyst
Academic Performance (V2),MIS,3.711713206573353,7,7,0.6355146215918651,2011.7972446877695,0.024060121407548544,Data Analyst
Academic Performance (V2),CEN,2.468008633177289,1,1,0.5210672022324008,2010.0183585459622,-0.10429432048977377,IT Support
Academic Performance (V2),CEN,2.938693280247731,1,1,0.4681178858618785,2009.9596489814323,0.13811332421866482,IT Support
Academic Performance (V2),MCB,3.8235446363348293,5,9,0.7629634709456274,2013.8878226758816,-0.12872331132065817,Data Analyst
Academic Performance (V2),CIS,3.9346767883443907,1,1,0.6692240700338825,2012.0455119199855,0.04397406028634371,Data Analyst
Academic Performance (V2),EEE,3.983282036311098,2,4,0.8890846426089919,2012.1247683937954,-0.04692346818762082,Data Analyst
Academic Performance (V2),EEE,2.305547524745215,2,4,0.5539773856000537,2013.9863906414296,-0.14758842934515592,IT Support
Academic Performance (V2),PET,3.8749314772172063,2,9,0.7452527556339893,2014.0783149890844,0.00449414480056125,Data Analyst
Academic Performance (V2),EEE,3.1478908507676335,2,4,0.5233812423569324,2012.9282125709967,0.02348361068568877,QA Engineer
Academic Performance (V2),MCB,2.8683967041388767,5,9,0.4177438987103731,2012.9649635468038,0.035092916229335656,IT Support
Academic Performance (V2),CEN,4.330632242232779,1,1,0.9815134010441203,2011.8182683540617,-0.014553432432135735,Data Analyst
Academic Performance (V2),ICE,3.1778920195033393,1,2,0.45006627666505383,2013.0504767654118,0.02632959262216411,Data Analyst
Academic Performance (V2),CIS,2.7081942042894376,1,1,0.5621171756491322,2013.151823059807,0.037729815936483606,IT Support
Academic Performance (V2),MCB,2.786398947212156,5,9,0.29938829623770763,2012.840859864928,0.11798677994372189,IT Support
Academic Performance (V2),CHE,4.521917230677296,2,0,0.8055647514528681,2010.116082831652,-0.021390364165059617,Data Analyst
Academic Performance (V2),BCH,3.2133213329648176,5,9,0.6837190368537455,2012.1258398427958,-0.016599606933199,QA Engineer
Academic Performance (V2),CVE,3.3468765042315565,2,6,0.9466712423500865,2013.94410509793,-0.03323817892102867,QA Engineer
Academic Performance (V2),MCE,2.993076086635582,2,5,0.629255841996008,2012.1262803527147,0.0264753384225067,QA Engineer
Academic Performance (V2),PHYE,2.630421464561435,5,9,0.5488484963774769,2012.084059359084,0.2229182897446505,IT Support
Academic Performance (V2),CVE,3.9438020202761987,2,6,0.9854307202866011,2013.9334408154527,0.04159308229455955,Data Analyst
Academic Performance (V2),CEN,3.741888554977244,1,1,0.7605159899493917,2009.7964046049337,-0.1104522361495337,Data Analyst
Academic Performance (V2),CIS,2.4611515938243786,1,1,0.3700520506256138,2014.1537803391957,0.15989155176407258,IT Support
Academic Performance (V2),CHE,4.949444449879847,2,0,0.859801233005305,2014.1134676369325,0.024389336080761926,Data Analyst
Academic Performance (V2),CIS,2.749490853967999,1,1,0.6516246621359059,2013.8480133504843,0.05427458060135831,IT Support
Academic Performance (V2),CHE,4.435844497359479,2,0,0.8310147750755914,2009.9574955479236,0.06402985601925586,Data Analyst
Academic Performance (V2),EEE,4.672236098649012,2,4,0.93175033193554,2011.1298433920306,-0.014165075241080453,Data Analyst
Academic Performance (V2),CHE,4.110911092453218,2,0,0.8745512502126291,2013.0531762003982,0.24596473666631533,Data Analyst
Academic Performance (V2),MIS,4.255656508314971,7,7,0.8988160704788146,2011.9633596474982,0.05376801152495153,Data Analyst
Academic Performance (V2),ICE,4.772306159228885,1,2,0.8521452081422926,2012.1384179393108,0.02195666925768289,Data Analyst
Academic Performance (V2),ICE,2.6909262876431144,1,2,0.29747710309395975,2012.0687161743074,0.004390815422010354,IT Support
Academic Performance (V2),CEN,3.762297013999862,1,1,0.7440149561213963,2011.0677248565767,0.06563330348253626,Data Analyst
Academic Performance (V2),CIS,4.179312901388436,1,1,1.0243754725838587,2013.222101547746,0.024253385343222727,Data Analyst
Academic Performance (V2),CEN,3.7305911108184677,1,1,0.689380898895011,2011.9867618062838,-0.1104438307595363,Data Analyst
Academic Performance (V2),ICE,3.4300085721349953,1,2,0.7178311900630193,2013.890226400423,-0.12494945823011205,QA Engineer
Academic Performance (V2),MAT,2.952993712753123,5,9,0.5638955996827856,2010.0898681477554,-0.05851876025888855,QA Engineer
Academic Performance (V2),CIS,4.606500619574544,1,1,0.792368134230331,2011.9343888481126,0.15354952894555104,Data Analyst
Academic Performance (V2),PET,2.719303412508595,2,9,0.5874054834473516,2012.0106281340984,0.05237574453178261,IT Support
Academic Performance (V2),EEE,3.2706143990973824,2,4,0.6389214421896198,2011.9760473854724,-0.04565353033347955,QA Engineer
Academic Performance (V2),PHYE,1.9881436472942533,5,9,0.4972445032876387,2013.0774770841097,0.18581968192554044,IT Support
Academic Performance (V2),PHYG,2.572098688681908,5,9,0.4416925612685463,2013.9544682820936,0.164088490575745,IT Support
Academic Performance (V2),EEE,4.881462548769359,2,4,0.9802147521126998,2010.133283656512,0.01343539590843449,Data Analyst
Academic Performance (V2),EEE,3.19888955959788,2,4,0.7426355624034617,2013.938410612198,-0.08253951499887224,QA Engineer
Academic Performance (V2),PHYG,3.434440619042012,1,2,0.6262883711136076,2010.8192061626523,0.1080717756613766,Data Analyst
Academic Performance (V2),MIS,4.342527419794446,7,7,1.0517042376424386,2012.0706715866309,-0.12767017627736785,Data Analyst
Academic Performance (V2),MCB,3.437316549168763,2,6,0.8982712243702184,2012.898205125853,0.07333458908777095,QA Engineer
Academic Performance (V2),MIS,1.6854839101114412,7,7,0.2540082549900782,2010.0411648831998,-0.03335173707467339,IT Support
